OTU,Domain,Phylum,Class,Order,Family,Genus,Label
BOTU_10200,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10200_Bacteria
BOTU_10201,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10201_Bacteria
BOTU_10202,Bacteria,Verrucomicrobia,Subdivision3,unidentified,unidentified,Subdivision3_genera_incertae_sedis,BOTU_10202_Subdivision3
BOTU_10203,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10203_Bacteria
BOTU_10204,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10204_Bacteria
BOTU_10205,Bacteria,Actinobacteria,Actinobacteria,unidentified,unidentified,unidentified,BOTU_10205_Actinobacteria
BOTU_10206,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,unidentified,unidentified,BOTU_10206_Chlamydiales
BOTU_10207,Bacteria,Armatimonadetes,unidentified,unidentified,unidentified,Armatimonadetes_gp5,BOTU_10207_Armatimonadetes
BOTU_10208,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10208_Bacteria
BOTU_10209,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,unidentified,BOTU_10209_Isosphaeraceae
BOTU_1021,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1021_Bacteria
BOTU_10210,Bacteria,Verrucomicrobia,unidentified,unidentified,unidentified,unidentified,BOTU_10210_Verrucomicrobia
BOTU_10211,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10211_Bacteria
BOTU_10212,Bacteria,Latescibacteria,unidentified,unidentified,unidentified,Latescibacteria_genera_incertae_sedis,BOTU_10212_Latescibacteria
BOTU_10213,Bacteria,Verrucomicrobia,Spartobacteria,unidentified,unidentified,Spartobacteria_genera_incertae_sedis,BOTU_10213_Spartobacteria
BOTU_10214,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_10214_Gammaproteobacteria
BOTU_10215,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10215_Bacteria
BOTU_10216,Bacteria,Bacteroidetes,unidentified,unidentified,unidentified,unidentified,BOTU_10216_Bacteroidetes
BOTU_10217,Bacteria,Actinobacteria,Actinobacteria,unidentified,unidentified,unidentified,BOTU_10217_Actinobacteria
BOTU_10218,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10218_Bacteria
BOTU_10219,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10219_Bacteria
BOTU_1022,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,BOTU_1022_Nannocystis
BOTU_10220,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10220_Bacteria
BOTU_10221,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_10221_Gammaproteobacteria
BOTU_10222,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,unidentified,unidentified,BOTU_10222_Solirubrobacterales
BOTU_10223,Bacteria,Cyanobacteria/Chloroplast,unidentified,unidentified,unidentified,unidentified,BOTU_10223_Cyanobacteria/Chloroplast
BOTU_10224,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,unidentified,unidentified,unidentified,BOTU_10224_Cyanobacteria
BOTU_10225,Bacteria,Verrucomicrobia,Subdivision3,unidentified,unidentified,Subdivision3_genera_incertae_sedis,BOTU_10225_Subdivision3
BOTU_10226,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10226_Bacteria
BOTU_10227,Bacteria,Proteobacteria,Deltaproteobacteria,unidentified,unidentified,unidentified,BOTU_10227_Deltaproteobacteria
BOTU_10228,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10228_Bacteria
BOTU_10229,Bacteria,Gemmatimonadetes,unidentified,unidentified,unidentified,unidentified,BOTU_10229_Gemmatimonadetes
BOTU_1023,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unidentified,unidentified,BOTU_1023_Burkholderiales
BOTU_10230,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10230_Bacteria
BOTU_10231,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10231_Bacteria
BOTU_10232,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10232_Bacteria
BOTU_10233,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10233_Bacteria
BOTU_10234,Bacteria,Verrucomicrobia,Verrucomicrobiae,unidentified,unidentified,unidentified,BOTU_10234_Verrucomicrobiae
BOTU_10235,Bacteria,Proteobacteria,Deltaproteobacteria,unidentified,unidentified,unidentified,BOTU_10235_Deltaproteobacteria
BOTU_10236,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10236_Bacteria
BOTU_10237,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10237_Bacteria
BOTU_10238,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unidentified,unidentified,BOTU_10238_Rhodospirillales
BOTU_10239,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10239_Bacteria
BOTU_1024,Bacteria,Proteobacteria,Betaproteobacteria,unidentified,unidentified,unidentified,BOTU_1024_Betaproteobacteria
BOTU_10240,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10240_Bacteria
BOTU_10241,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10241_Bacteria
BOTU_10242,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10242_Bacteria
BOTU_10243,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10243_Bacteria
BOTU_10244,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,unidentified,unidentified,BOTU_10244_Planctomycetales
BOTU_10245,Bacteria,Proteobacteria,Oligoflexia,Oligoflexales,Oligoflexaceae,Oligoflexus,BOTU_10245_Oligoflexus
BOTU_10246,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,Singulisphaera,BOTU_10246_Singulisphaera
BOTU_10247,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10247_Proteobacteria
BOTU_10248,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10248_Bacteria
BOTU_10249,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_10249_Gemmataceae
BOTU_1025,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,BOTU_1025_Deinococcus
BOTU_10250,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10250_Proteobacteria
BOTU_10251,Bacteria,Actinobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10251_Actinobacteria
BOTU_10252,Bacteria,Firmicutes,Clostridia,unidentified,unidentified,unidentified,BOTU_10252_Clostridia
BOTU_10253,Bacteria,Acidobacteria,Acidobacteria_Gp10,unidentified,unidentified,Gp10,BOTU_10253_Acidobacteria_Gp10
BOTU_10254,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10254_Bacteria
BOTU_10255,Bacteria,Verrucomicrobia,Spartobacteria,unidentified,unidentified,unidentified,BOTU_10255_Spartobacteria
BOTU_10256,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10256_Bacteria
BOTU_10257,Bacteria,Actinobacteria,Thermoleophilia,unidentified,unidentified,unidentified,BOTU_10257_Thermoleophilia
BOTU_10258,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10258_Bacteria
BOTU_10259,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10259_Proteobacteria
BOTU_1026,Bacteria,Verrucomicrobia,Subdivision3,unidentified,unidentified,Subdivision3_genera_incertae_sedis,BOTU_1026_Subdivision3
BOTU_10260,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_10260_Alphaproteobacteria
BOTU_10261,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10261_Bacteria
BOTU_10262,Bacteria,Proteobacteria,Deltaproteobacteria,unidentified,unidentified,unidentified,BOTU_10262_Deltaproteobacteria
BOTU_10263,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10263_Bacteria
BOTU_10264,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10264_Proteobacteria
BOTU_10265,Bacteria,Bacteroidetes,unidentified,unidentified,unidentified,unidentified,BOTU_10265_Bacteroidetes
BOTU_10266,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_10266_Gemmataceae
BOTU_10267,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10267_Proteobacteria
BOTU_10268,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,unidentified,unidentified,BOTU_10268_Planctomycetales
BOTU_10269,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10269_Bacteria
BOTU_1027,Bacteria,candidate_division_WPS-1,unidentified,unidentified,unidentified,unidentified,BOTU_1027_candidate_division_WPS-1
BOTU_10270,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10270_Bacteria
BOTU_10271,Bacteria,Verrucomicrobia,unidentified,unidentified,unidentified,unidentified,BOTU_10271_Verrucomicrobia
BOTU_10272,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10272_Bacteria
BOTU_10273,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10273_Bacteria
BOTU_10274,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10274_Bacteria
BOTU_10275,Bacteria,Planctomycetes,Planctomycetacia,unidentified,unidentified,unidentified,BOTU_10275_Planctomycetacia
BOTU_10276,Bacteria,Microgenomates,unidentified,unidentified,unidentified,unidentified,BOTU_10276_Microgenomates
BOTU_10277,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,BOTU_10277_Phenylobacterium
BOTU_10278,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10278_Bacteria
BOTU_10279,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10279_Proteobacteria
BOTU_1028,Bacteria,Planctomycetes,unidentified,unidentified,unidentified,unidentified,BOTU_1028_Planctomycetes
BOTU_10280,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10280_Bacteria
BOTU_10281,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,unidentified,BOTU_10281_Rhodanobacteraceae
BOTU_10282,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10282_Proteobacteria
BOTU_10283,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,unidentified,BOTU_10283_Eubacteriaceae
BOTU_10284,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10284_Bacteria
BOTU_10285,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unidentified,unidentified,BOTU_10285_Myxococcales
BOTU_10286,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10286_Proteobacteria
BOTU_10287,Bacteria,Verrucomicrobia,unidentified,unidentified,unidentified,unidentified,BOTU_10287_Verrucomicrobia
BOTU_10288,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10288_Bacteria
BOTU_10289,Bacteria,Armatimonadetes,unidentified,unidentified,unidentified,Armatimonadetes_gp4,BOTU_10289_Armatimonadetes
BOTU_1029,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1029_Bacteria
BOTU_10290,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_10290_Chitinophagaceae
BOTU_10291,Bacteria,Acidobacteria,Acidobacteria_Gp1,unidentified,unidentified,Gp1,BOTU_10291_Acidobacteria_Gp1
BOTU_10292,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,unidentified,unidentified,BOTU_10292_Planctomycetales
BOTU_10293,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10293_Bacteria
BOTU_10294,Bacteria,candidate_division_WPS-1,unidentified,unidentified,unidentified,WPS-1_genera_incertae_sedis,BOTU_10294_candidate_division_WPS-1
BOTU_10295,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10295_Bacteria
BOTU_10296,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas/Armatimonadetes_gp3,BOTU_10296_Chthonomonas/Armatimonadetes_gp3
BOTU_10297,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10297_Bacteria
BOTU_10298,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unidentified,unidentified,BOTU_10298_Myxococcales
BOTU_10299,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10299_Bacteria
BOTU_103,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_103_Chitinophagaceae
BOTU_1030,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Tumebacillus,BOTU_1030_Tumebacillus
BOTU_10300,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,unidentified,BOTU_10300_Gemmataceae
BOTU_10301,Bacteria,Planctomycetes,unidentified,unidentified,unidentified,unidentified,BOTU_10301_Planctomycetes
BOTU_10302,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_10302_Alphaproteobacteria
BOTU_10303,Bacteria,Proteobacteria,Deltaproteobacteria,unidentified,unidentified,unidentified,BOTU_10303_Deltaproteobacteria
BOTU_10304,Bacteria,Poribacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10304_Poribacteria
BOTU_10305,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10305_Bacteria
BOTU_10306,Bacteria,Parcubacteria,unidentified,unidentified,unidentified,Parcubacteria_genera_incertae_sedis,BOTU_10306_Parcubacteria
BOTU_10307,Bacteria,Verrucomicrobia,Spartobacteria,unidentified,unidentified,Spartobacteria_genera_incertae_sedis,BOTU_10307_Spartobacteria
BOTU_10308,Bacteria,Verrucomicrobia,Subdivision3,unidentified,unidentified,Subdivision3_genera_incertae_sedis,BOTU_10308_Subdivision3
BOTU_10309,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10309_Bacteria
BOTU_1031,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unidentified,BOTU_1031_Rhodospirillaceae
BOTU_10310,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,unidentified,BOTU_10310_Parachlamydiaceae
BOTU_10311,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10311_Bacteria
BOTU_10312,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,unidentified,BOTU_10312_Chitinophagaceae
BOTU_10313,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10313_Bacteria
BOTU_10314,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unidentified,unidentified,BOTU_10314_Myxococcales
BOTU_10315,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10315_Bacteria
BOTU_10316,Bacteria,Acidobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10316_Acidobacteria
BOTU_10317,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10317_Bacteria
BOTU_10318,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,BOTU_10318_Sandaracinus
BOTU_10319,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_10319_Gammaproteobacteria
BOTU_1032,Bacteria,Bacteroidetes,unidentified,unidentified,unidentified,unidentified,BOTU_1032_Bacteroidetes
BOTU_10320,Bacteria,Gemmatimonadetes,unidentified,unidentified,unidentified,unidentified,BOTU_10320_Gemmatimonadetes
BOTU_10321,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10321_Bacteria
BOTU_10322,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10322_Bacteria
BOTU_10323,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,BOTU_10323_Sandaracinus
BOTU_10324,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10324_Bacteria
BOTU_10325,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10325_Proteobacteria
BOTU_10326,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10326_Proteobacteria
BOTU_10327,Bacteria,Proteobacteria,Betaproteobacteria,unidentified,unidentified,unidentified,BOTU_10327_Betaproteobacteria
BOTU_10328,Bacteria,Bacteroidetes,unidentified,unidentified,unidentified,unidentified,BOTU_10328_Bacteroidetes
BOTU_10329,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10329_Bacteria
BOTU_1033,Bacteria,Armatimonadetes,unidentified,unidentified,unidentified,Armatimonadetes_gp4,BOTU_1033_Armatimonadetes
BOTU_10330,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10330_Bacteria
BOTU_10331,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_10331_Gammaproteobacteria
BOTU_10332,Bacteria,Bacteroidetes,unidentified,unidentified,unidentified,unidentified,BOTU_10332_Bacteroidetes
BOTU_10333,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10333_Bacteria
BOTU_10334,Bacteria,Armatimonadetes,unidentified,unidentified,unidentified,Armatimonadetes_gp5,BOTU_10334_Armatimonadetes
BOTU_10335,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10335_Bacteria
BOTU_10336,Bacteria,Verrucomicrobia,Subdivision3,unidentified,unidentified,Subdivision3_genera_incertae_sedis,BOTU_10336_Subdivision3
BOTU_10337,Bacteria,Firmicutes,Clostridia,Clostridiales,unidentified,unidentified,BOTU_10337_Clostridiales
BOTU_10338,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,unidentified,unidentified,BOTU_10338_Pirellulales
BOTU_10339,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10339_Bacteria
BOTU_1034,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,BOTU_1034_Gemmatimonas
BOTU_10340,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,unidentified,unidentified,BOTU_10340_Myxococcales
BOTU_10341,Bacteria,Proteobacteria,Oligoflexia,Silvanigrellales,Silvanigrellaceae,unidentified,BOTU_10341_Silvanigrellaceae
BOTU_10342,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified,BOTU_10342_Gammaproteobacteria
BOTU_10343,Bacteria,Proteobacteria,Deltaproteobacteria,unidentified,unidentified,unidentified,BOTU_10343_Deltaproteobacteria
BOTU_10344,Bacteria,Proteobacteria,Alphaproteobacteria,unidentified,unidentified,unidentified,BOTU_10344_Alphaproteobacteria
BOTU_10345,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10345_Bacteria
BOTU_10346,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10346_Bacteria
BOTU_10347,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10347_Bacteria
BOTU_10348,Bacteria,Proteobacteria,unidentified,unidentified,unidentified,unidentified,BOTU_10348_Proteobacteria
BOTU_10349,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_10349_Bacteria
BOTU_1035,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified,BOTU_1035_Bacteria
